,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
6260,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3359,2988,326,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503019,9,9,2,11,89,877,312,84,31210303,3,84,16,,6260
6261,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3291,2920,235,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503103,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6261
6262,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3291,2920,235,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503103,9,9,2,11,89,877,312,84,31210303,3,84,16,,6262
6263,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3341,2970,303,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503180,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6263
6264,32.875,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,3341,2970,303,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503180,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6264
6265,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3341,2970,303,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503180,9,9,2,11,89,877,312,84,31210303,3,84,16,,6265
6266,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3307,2936,258,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503240,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6266
6267,32.875,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,3307,2936,258,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503240,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6267
6268,32.875,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3307,2936,258,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503240,9,9,2,11,89,877,312,84,31210303,3,84,16,,6268
6269,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2755,2530,245,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504790,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6269
6270,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2755,2530,245,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504790,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6270
6271,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,2755,2530,245,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504790,9,9,2,17,74,830,312,69,31210401,3,69,16,,6271
6272,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3358,2987,325,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504955,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6272
6273,32.875,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,3358,2987,325,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504955,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6273
6274,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3358,2987,325,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504955,9,9,2,11,89,877,312,84,31210303,3,84,16,,6274
6275,32.925,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3292,2921,236,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505189,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6275
6276,32.875,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,3292,2921,236,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505189,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6276
6279,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3285,2914,184,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500915,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6279
6280,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3285,2914,184,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500915,9,9,2,11,89,877,312,84,31210303,3,84,16,,6280
6281,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3285,2914,184,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500915,9,9,2,11,89,877,312,84,31210303,3,84,16,,6281
6282,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3349,2978,316,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501499,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6282
6283,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3349,2978,316,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501499,9,9,2,11,89,877,312,84,31210303,3,84,16,,6283
6284,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3349,2978,316,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501499,9,9,2,11,89,877,312,84,31210303,3,84,16,,6284
6285,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3348,2977,315,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501996,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6285
6286,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3348,2977,315,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501996,9,9,2,11,89,877,312,84,31210303,3,84,16,,6286
6287,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3348,2977,315,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,501996,9,9,2,11,89,877,312,84,31210303,3,84,16,,6287
6288,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3663,3134,468,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502621,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6288
6289,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,3663,3134,468,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502621,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6289
6290,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3663,3134,468,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502621,9,9,2,67,27,909,312,25,31210901,3,25,16,,6290
6291,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3663,3134,468,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502621,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6291
6292,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2794,2569,471,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503400,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6292
6293,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2794,2569,471,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503400,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6293
6294,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2794,2569,471,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,503400,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6294
6295,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2792,2567,469,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504005,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6295
6296,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2792,2567,469,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504005,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6296
6297,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,2792,2567,469,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504005,9,9,2,17,74,830,312,69,31210401,3,69,16,,6297
6298,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2791,2566,467,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504179,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6298
6299,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2791,2566,467,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504179,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6299
6300,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,2791,2566,467,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,504179,9,9,2,17,74,830,312,69,31210401,3,69,16,,6300
6301,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2796,2571,473,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505333,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6301
6302,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2796,2571,473,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505333,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6302
6303,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2793,2568,470,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505375,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6303
6304,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2793,2568,470,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505375,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6304
6305,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2795,2570,472,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505398,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6305
6306,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2795,2570,472,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505398,9,9,2,17,74,830,312,69,31210401,3,69,16,,6306
6307,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2795,2570,472,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,505398,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6307
6308,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2811,2586,489,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506234,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6308
6309,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2811,2586,489,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506234,9,9,2,17,74,830,312,69,31210401,3,69,16,,6309
6310,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2811,2586,489,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506234,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6310
6311,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2813,2588,491,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506415,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6311
6312,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2813,2588,491,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506415,9,9,2,17,74,830,312,69,31210401,3,69,16,,6312
6313,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2813,2588,491,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506415,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6313
6314,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2812,2587,490,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506420,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6314
6315,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2812,2587,490,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506420,9,9,2,17,74,830,312,69,31210401,3,69,16,,6315
6316,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2812,2587,490,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,506420,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6316
6317,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2810,2585,488,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506512,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6317
6318,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2810,2585,488,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506512,9,9,2,17,74,830,312,69,31210401,3,69,16,,6318
6319,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2810,2585,488,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506512,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6319
6320,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2809,2584,487,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506615,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6320
6321,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2809,2584,487,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506615,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6321
6322,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2809,2584,487,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506615,9,9,2,17,74,830,312,69,31210401,3,69,16,,6322
6323,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2809,2584,487,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,506615,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6323
6324,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2808,2583,486,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507012,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6324
6325,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2808,2583,486,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507012,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6325
6326,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2808,2583,486,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507012,9,9,2,17,74,830,312,69,31210401,3,69,16,,6326
6327,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2808,2583,486,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507012,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6327
6328,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2807,2582,485,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507275,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6328
6329,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2807,2582,485,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507275,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6329
6330,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2807,2582,485,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507275,9,9,2,17,74,830,312,69,31210401,3,69,16,,6330
6331,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2807,2582,485,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507275,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6331
6332,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2798,2573,475,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507277,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6332
6333,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2798,2573,475,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507277,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6333
6334,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2798,2573,475,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507277,9,9,2,17,74,830,312,69,31210401,3,69,16,,6334
6335,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2798,2573,475,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507277,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6335
6336,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2806,2581,484,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507279,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6336
6337,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2806,2581,484,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507279,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6337
6338,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2806,2581,484,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507279,9,9,2,17,74,830,312,69,31210401,3,69,16,,6338
6339,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2806,2581,484,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507279,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6339
6340,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2790,2565,466,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507288,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6340
6341,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2790,2565,466,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507288,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6341
6342,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2790,2565,466,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507288,9,9,2,17,74,830,312,69,31210401,3,69,16,,6342
6343,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2790,2565,466,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507288,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6343
6344,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2763,2538,439,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507659,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6344
6345,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2763,2538,439,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507659,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6345
6346,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2763,2538,439,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507659,9,9,2,17,74,830,312,69,31210401,3,69,16,,6346
6347,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2763,2538,439,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507659,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6347
6348,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2805,2580,483,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507661,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6348
6349,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2805,2580,483,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507661,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6349
6350,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2805,2580,483,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507661,9,9,2,17,74,830,312,69,31210401,3,69,16,,6350
6351,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2805,2580,483,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,507661,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6351
6352,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2804,2579,482,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507770,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6352
6353,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2804,2579,482,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507770,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6353
6354,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2804,2579,482,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507770,9,9,2,17,74,830,312,69,31210401,3,69,16,,6354
6355,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2804,2579,482,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,507770,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6355
6356,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2803,2578,481,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508021,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6356
6357,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2803,2578,481,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508021,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6357
6358,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2803,2578,481,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508021,9,9,2,17,74,830,312,69,31210401,3,69,16,,6358
6359,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2803,2578,481,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508021,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6359
6360,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2762,2537,438,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508728,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6360
6361,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2762,2537,438,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508728,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6361
6362,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2762,2537,438,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508728,9,9,2,17,74,830,312,69,31210401,3,69,16,,6362
6363,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2762,2537,438,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508728,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6363
6364,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2764,2539,440,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508868,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6364
6365,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2764,2539,440,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508868,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6365
6366,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2764,2539,440,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508868,9,9,2,17,74,830,312,69,31210401,3,69,16,,6366
6367,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2764,2539,440,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508868,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6367
6368,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,2761,2536,437,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509149,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6368
6369,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2761,2536,437,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509149,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6369
6370,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2761,2536,437,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509149,9,9,2,17,74,830,312,69,31210401,3,69,16,,6370
6371,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2761,2536,437,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509149,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6371
6372,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3352,2981,319,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,499869,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6372
6373,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3352,2981,319,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,499869,9,9,2,11,89,877,312,84,31210303,3,84,16,,6373
6374,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3352,2981,319,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,499869,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6374
6375,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3684,3155,1431,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500122,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6375
6376,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3684,3155,1431,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500122,9,9,2,67,27,909,312,25,31210901,3,25,16,,6376
6377,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3684,3155,1431,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500122,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6377
6378,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3685,3156,1432,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500125,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6378
6379,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3685,3156,1432,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500125,9,9,2,67,27,909,312,25,31210901,3,25,16,,6379
6380,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3685,3156,1432,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500125,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6380
6381,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3678,3149,1419,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500446,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6381
6382,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3678,3149,1419,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500446,9,9,2,67,27,909,312,25,31210901,3,25,16,,6382
6383,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3678,3149,1419,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500446,9,9,2,67,27,909,312,25,31210901,3,25,3.5,,6383
6384,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3351,2980,318,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500555,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6384
6385,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3351,2980,318,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500555,9,9,2,11,89,877,312,84,31210303,3,84,16,,6385
6386,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3351,2980,318,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500555,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6386
