,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
6387,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3346,2975,313,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500678,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6387
6388,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3346,2975,313,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500678,9,9,2,11,89,877,312,84,31210303,3,84,16,,6388
6389,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3346,2975,313,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500678,9,9,2,11,89,877,312,84,31210303,3,84,16,,6389
6390,32.975,2.761003089,312104,9,312,3121,20,1,12082,16106,0,95,3350,2979,317,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500806,9,9,2,11,89,877,312,84,31210303,3,84,3.5,,6390
6391,32.925,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3350,2979,317,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500806,9,9,2,11,89,877,312,84,31210303,3,84,16,,6391
6392,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3350,2979,317,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,500806,9,9,2,11,89,877,312,84,31210303,3,84,16,,6392
6396,33.025,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2364,2213,525,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516249,9,9,2,17,166,789,312,157,31210403,3,157,3.5,,6396
6397,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2364,2213,525,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516249,9,9,2,17,166,789,312,157,31210403,3,157,3.5,,6397
6401,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2840,2615,623,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511228,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6401
6402,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2840,2615,623,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511228,9,9,1,34,190,832,312,181,31220306,3,181,16,,6402
6403,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2840,2615,623,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511228,9,9,1,34,190,832,312,181,31220306,3,181,16,,6403
6404,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2835,2610,615,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6404
6405,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2835,2610,615,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,16,,6405
6406,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2835,2610,615,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,16,,6406
6407,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2850,2625,1535,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6407
6408,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2850,2625,1535,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,16,,6408
6409,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2850,2625,1535,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511526,9,9,1,34,190,832,312,181,31220306,3,181,16,,6409
6410,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2849,2624,1515,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511534,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6410
6411,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2849,2624,1515,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511534,9,9,1,34,190,832,312,181,31220306,3,181,16,,6411
6412,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2849,2624,1515,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511534,9,9,1,34,190,832,312,181,31220306,3,181,16,,6412
6413,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2848,2623,1514,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511918,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6413
6414,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2848,2623,1514,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511918,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6414
6415,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2848,2623,1514,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511918,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6415
6416,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2848,2623,1514,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,511918,9,9,1,34,190,832,312,181,31220306,3,181,16,,6416
6417,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2852,2627,1537,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,512259,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6417
6418,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2852,2627,1537,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,512259,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6418
6419,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2852,2627,1537,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,512259,9,9,1,34,190,832,312,181,31220306,3,181,16,,6419
6424,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2838,2613,621,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513012,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6424
6425,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2838,2613,621,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513012,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6425
6426,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2838,2613,621,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513012,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6426
6427,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2838,2613,621,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513012,9,9,1,34,190,832,312,181,31220306,3,181,16,,6427
6428,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2837,2612,620,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513190,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6428
6429,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2837,2612,620,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513190,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6429
6430,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2837,2612,620,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513190,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6430
6431,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2837,2612,620,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513190,9,9,1,34,190,832,312,181,31220306,3,181,16,,6431
6432,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2836,2611,619,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513974,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6432
6433,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2836,2611,619,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513974,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6433
6434,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2836,2611,619,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513974,9,9,1,34,190,832,312,181,31220306,3,181,3.5,,6434
6435,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2836,2611,619,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,513974,9,9,1,34,190,832,312,181,31220306,3,181,16,,6435
6436,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2588,2390,1013,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,515747,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6436
6437,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2588,2390,1013,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,515747,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6437
6438,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2588,2390,1013,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,515747,9,9,2,51,90,815,312,85,31210702,3,85,16,,6438
6442,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2468,2302,534,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516474,9,9,2,17,247,801,312,238,31210404,3,238,3.5,,6442
6443,33.175,2.861003089,312203,9,312,3122,36,0,26514,35346,0,42,2468,2302,534,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516474,9,9,2,17,247,801,312,238,31210404,3,238,3.5,,6443
6456,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2582,2384,1005,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517519,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6456
6457,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2582,2384,1005,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517519,9,9,2,51,90,815,312,85,31210702,3,85,16,,6457
6458,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2582,2384,1005,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517519,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6458
6459,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2581,2383,1004,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517594,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6459
6460,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2581,2383,1004,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517594,9,9,2,51,90,815,312,85,31210702,3,85,16,,6460
6461,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2581,2383,1004,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517594,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6461
6462,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2580,2382,1003,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517647,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6462
6463,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2580,2382,1003,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517647,9,9,2,51,90,815,312,85,31210702,3,85,16,,6463
6464,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2580,2382,1003,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517647,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6464
6471,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2608,2410,1044,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517720,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6471
6472,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2608,2410,1044,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517720,9,9,2,51,90,815,312,85,31210702,3,85,16,,6472
6473,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2608,2410,1044,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517720,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6473
6477,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2506,2330,1041,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517998,9,9,2,51,3,803,312,2,31210701,3,2,3.5,,6477
6478,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2506,2330,1041,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517998,9,9,2,51,3,803,312,2,31210701,3,2,16,,6478
6479,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2506,2330,1041,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517998,9,9,2,51,3,803,312,2,31210701,3,2,3.5,,6479
6483,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2498,2322,1014,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518103,9,9,2,51,3,803,312,2,31210701,3,2,3.5,,6483
6484,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2498,2322,1014,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518103,9,9,2,51,3,803,312,2,31210701,3,2,16,,6484
6485,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2498,2322,1014,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518103,9,9,2,51,3,803,312,2,31210701,3,2,3.5,,6485
6498,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2752,2527,1048,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516030,9,9,2,51,129,828,312,123,31210703,3,123,3.5,,6498
6499,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2752,2527,1048,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516030,9,9,2,51,129,828,312,123,31210703,3,123,3.5,,6499
6500,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2589,2391,1015,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516031,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6500
6501,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2589,2391,1015,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516031,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6501
6529,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2610,2412,1046,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516883,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6529
6530,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2610,2412,1046,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516883,9,9,2,51,90,815,312,85,31210702,3,85,16,,6530
6531,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2610,2412,1046,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516883,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6531
6544,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2605,2407,1040,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516909,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6544
6545,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2605,2407,1040,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516909,9,9,2,51,90,815,312,85,31210702,3,85,16,,6545
6546,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2605,2407,1040,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516909,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6546
6547,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2606,2408,1042,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516974,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6547
6548,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2606,2408,1042,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516974,9,9,2,51,90,815,312,85,31210702,3,85,16,,6548
6549,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2606,2408,1042,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516974,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6549
6550,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2609,2411,1045,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516982,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6550
6551,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2609,2411,1045,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516982,9,9,2,51,90,815,312,85,31210702,3,85,16,,6551
6552,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2609,2411,1045,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,516982,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6552
6556,33.125,2.861003089,312104,9,312,3121,20,1,12082,16106,0,95,2611,2413,1047,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517013,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6556
6557,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2611,2413,1047,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517013,9,9,2,51,90,815,312,85,31210702,3,85,16,,6557
6558,33.075,2.861003089,312107,9,312,3121,56,1,0,0,1,0,2611,2413,1047,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,517013,9,9,2,51,90,815,312,85,31210702,3,85,3.5,,6558
6570,33.075,2.961003089,312104,9,312,3121,20,1,12082,16106,0,95,2361,2210,521,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,523696,9,9,2,17,166,789,312,157,31210403,3,157,3.5,,6570
6571,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2361,2210,521,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,523696,9,9,2,17,166,789,312,157,31210403,3,157,16,,6571
6572,33.075,2.961003089,312104,9,312,3121,20,1,12082,16106,0,95,2099,2014,503,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,523895,9,9,2,17,143,732,312,137,31210402,3,137,3.5,,6572
6573,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2099,2014,503,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,523895,9,9,2,17,143,732,312,137,31210402,3,137,16,,6573
6574,33.075,2.961003089,312104,9,312,3121,20,1,12082,16106,0,95,2093,2008,495,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,524060,9,9,2,17,143,732,312,137,31210402,3,137,3.5,,6574
6575,33.075,2.911003089,312107,9,312,3121,56,1,0,0,1,0,2093,2008,495,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,524060,9,9,2,17,143,732,312,137,31210402,3,137,16,,6575
6576,32.825,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2756,2531,277,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508782,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6576
6577,32.875,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2756,2531,277,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508782,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6577
6578,32.875,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,2756,2531,277,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508782,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6578
6579,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2802,2577,480,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508701,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6579
6580,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2802,2577,480,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508701,9,9,2,17,74,830,312,69,31210401,3,69,16,,6580
6581,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2802,2577,480,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508701,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6581
6585,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2799,2574,477,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508903,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6585
6586,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2799,2574,477,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508903,9,9,2,17,74,830,312,69,31210401,3,69,16,,6586
6587,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2799,2574,477,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508903,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6587
6588,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2827,2602,757,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508933,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6588
6589,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2827,2602,757,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508933,9,9,2,17,74,830,312,69,31210401,3,69,16,,6589
6590,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2827,2602,757,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508933,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6590
6594,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2801,2576,479,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508957,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6594
6595,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2801,2576,479,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508957,9,9,2,17,74,830,312,69,31210401,3,69,16,,6595
6596,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2801,2576,479,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,508957,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6596
6597,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2800,2575,478,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508959,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6597
6598,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2800,2575,478,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508959,9,9,2,17,74,830,312,69,31210401,3,69,16,,6598
6599,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2800,2575,478,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,508959,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6599
6600,32.975,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2814,2589,492,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509288,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6600
6601,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2814,2589,492,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509288,9,9,2,17,74,830,312,69,31210401,3,69,16,,6601
6602,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2814,2589,492,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,509288,9,9,2,17,74,830,312,69,31210401,3,69,3.5,,6602
6606,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2885,2660,1552,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510347,9,9,1,34,163,834,312,155,31220305,3,155,16,,6606
6607,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2885,2660,1552,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510347,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6607
6608,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2884,2659,1551,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510595,9,9,1,34,163,834,312,155,31220305,3,155,16,,6608
6609,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2884,2659,1551,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510595,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6609
6610,33.025,2.811003089,312104,9,312,3121,20,1,12082,16106,0,95,2873,2648,616,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510595,9,9,1,34,163,834,312,155,31220305,3,155,16,,6610
6611,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2873,2648,616,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,510595,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6611
6625,33.225,2.911003089,312203,9,312,3122,36,0,26514,35346,0,42,2227,2101,814,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518508,9,9,1,34,9,768,312,7,31220301,3,7,3.5,,6625
6626,33.225,2.861003089,312203,9,312,3122,36,0,26514,35346,0,42,2227,2101,814,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518508,9,9,1,34,9,768,312,7,31220301,3,7,3.5,,6626
6627,33.275,2.911003089,312204,9,312,3122,39,0,15055,20070,0,45,2227,2101,814,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518508,9,9,1,34,9,768,312,7,31220301,3,7,3.5,,6627
6628,33.275,2.861003089,312204,9,312,3122,39,0,15055,20070,0,45,2227,2101,814,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,518508,9,9,1,34,9,768,312,7,31220301,3,7,3.5,,6628
6649,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2858,2633,140,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,501986,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6649
6650,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2858,2633,140,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,501986,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6650
6651,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2858,2633,140,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,501986,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6651
6652,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2858,2633,140,4,1,1,1,1,0,1,1,,,,0,0,1,1,0,501986,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6652
6653,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2864,2639,146,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502094,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6653
6654,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2864,2639,146,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502094,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6654
6655,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2864,2639,146,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502094,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6655
6656,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2864,2639,146,4,1,1,1,1,0,1,7,,,,0,0,1,1,0,502094,9,9,1,34,163,834,312,155,31220305,3,155,3.5,,6656
