,X,Y,S_02_ID_x,DNAE_2002,D_02_ID_x,C_02_ID_x,SNAE_2002_x,CNAE_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NA,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UT200,DNAE_2010,DNAE_2006,CNAE_2006,SNAE_2006,PNAE_2006,FID_2,D_02_ID_y,PNAE_2002,P_02_ID,FTYPE,LABEL_P,DTW,DEPTH_clean,uid,geometry
6776,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2853,2628,1553,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,510382,9,9,0,33,190,832,312,181,31220306,3,181,16,,6776,POINT (33.1135391166811 2.808095211101513)
6775,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2853,2628,1553,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,510382,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6775,POINT (33.1135391166811 2.808095211101513)
6774,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2853,2628,1553,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,510382,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6774,POINT (33.1135391166811 2.808095211101513)
6770,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2843,2618,626,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509429,9,9,0,33,190,832,312,181,31220306,3,181,16,,6770,POINT (33.12678244872635 2.799471981284699)
6769,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2843,2618,626,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509429,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6769,POINT (33.12678244872635 2.799471981284699)
6768,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2851,2626,1536,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509429,9,9,0,33,190,832,312,181,31220306,3,181,16,,6768,POINT (33.12678244872635 2.799471981284699)
6767,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2851,2626,1536,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509429,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6767,POINT (33.12678244872635 2.799471981284699)
6766,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2841,2616,624,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508873,9,9,0,33,190,832,312,181,31220306,3,181,16,,6766,POINT (33.13852345134315 2.794440474901831)
6765,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2841,2616,624,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508873,9,9,0,33,190,832,312,181,31220306,3,181,16,,6765,POINT (33.13852345134315 2.794440474901831)
6764,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2841,2616,624,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508873,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6764,POINT (33.13852345134315 2.794440474901831)
6763,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2893,2668,835,4,99999,307,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508292,9,9,0,33,155,835,312,147,31220304,3,147,16,,6763,POINT (33.16072818236752 2.789181288936389)
6762,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2893,2668,835,4,99999,307,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508292,9,9,0,33,155,835,312,147,31220304,3,147,16,,6762,POINT (33.16072818236752 2.789181288936389)
6761,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2893,2668,835,4,99999,307,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508292,9,9,0,33,155,835,312,147,31220304,3,147,16,,6761,POINT (33.16072818236752 2.789181288936389)
6760,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2893,2668,835,4,99999,307,99999,99999,0,99999,7,,,,0,0,99999,99999,0,508292,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6760,POINT (33.16072818236752 2.789181288936389)
6759,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2896,2671,843,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,508019,9,9,0,33,155,835,312,147,31220304,3,147,16,,6759,POINT (33.16351700403359 2.786711054933161)
6758,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2896,2671,843,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,508019,9,9,0,33,155,835,312,147,31220304,3,147,16,,6758,POINT (33.16351700403359 2.786711054933161)
6757,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2896,2671,843,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,508019,9,9,0,33,155,835,312,147,31220304,3,147,16,,6757,POINT (33.16351700403359 2.786711054933161)
6756,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2896,2671,843,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,508019,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6756,POINT (33.16351700403359 2.786711054933161)
6755,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2886,2661,382,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507994,9,9,0,33,155,835,312,147,31220304,3,147,16,,6755,POINT (33.16373290748862 2.78648484824151)
6754,33.125,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2886,2661,382,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507994,9,9,0,33,155,835,312,147,31220304,3,147,16,,6754,POINT (33.16373290748862 2.78648484824151)
6753,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2886,2661,382,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507994,9,9,0,33,155,835,312,147,31220304,3,147,16,,6753,POINT (33.16373290748862 2.78648484824151)
6752,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2886,2661,382,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507994,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6752,POINT (33.16373290748862 2.78648484824151)
6747,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2890,2665,832,4,99999,375,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507810,9,9,0,33,155,835,312,147,31220304,3,147,16,,6747,POINT (33.16750253122888 2.784819656480777)
6746,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2890,2665,832,4,99999,375,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507810,9,9,0,33,155,835,312,147,31220304,3,147,16,,6746,POINT (33.16750253122888 2.784819656480777)
6745,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2890,2665,832,4,99999,375,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507810,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6745,POINT (33.16750253122888 2.784819656480777)
6744,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2894,2669,838,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507707,9,9,0,33,155,835,312,147,31220304,3,147,16,,6744,POINT (33.1678173035855 2.7838877642569)
6743,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2894,2669,838,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507707,9,9,0,33,155,835,312,147,31220304,3,147,16,,6743,POINT (33.1678173035855 2.7838877642569)
6742,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2894,2669,838,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507707,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6742,POINT (33.1678173035855 2.7838877642569)
6741,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2904,2679,853,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,16,,6741,POINT (33.16868094881281 2.783245299128479)
6740,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2904,2679,853,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,16,,6740,POINT (33.16868094881281 2.783245299128479)
6739,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2904,2679,853,4,99999,99999,99999,99999,0,99999,1,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6739,POINT (33.16868094881281 2.783245299128479)
6738,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2887,2662,414,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,16,,6738,POINT (33.16868094881281 2.783245299128479)
6737,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2887,2662,414,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,16,,6737,POINT (33.16868094881281 2.783245299128479)
6736,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2887,2662,414,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507636,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6736,POINT (33.16868094881281 2.783245299128479)
6735,33.175,2.711003089,312205,9,312,3122,50,0,17353,23133,0,87,2897,2672,844,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503076,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6735,POINT (33.13731176972146 2.741994719742642)
6734,33.125,2.711003089,312205,9,312,3122,50,0,17353,23133,0,87,2897,2672,844,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503076,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6734,POINT (33.13731176972146 2.741994719742642)
6733,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2897,2672,844,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503076,9,9,0,33,155,835,312,147,31220304,3,147,16,,6733,POINT (33.13731176972146 2.741994719742642)
6732,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2897,2672,844,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503076,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6732,POINT (33.13731176972146 2.741994719742642)
6731,33.175,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2891,2666,833,4,99999,172,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507360,9,9,0,33,155,835,312,147,31220304,3,147,16,,6731,POINT (33.16979625069194 2.780748149751549)
6730,33.175,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2891,2666,833,4,99999,172,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507360,9,9,0,33,155,835,312,147,31220304,3,147,16,,6730,POINT (33.16979625069194 2.780748149751549)
6729,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2891,2666,833,4,99999,172,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507360,9,9,0,33,155,835,312,147,31220304,3,147,3.5,,6729,POINT (33.16979625069194 2.780748149751549)
6728,33.125,2.711003089,312205,9,312,3122,50,0,17353,23133,0,87,2870,2645,153,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500681,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6728,POINT (33.07683280552227 2.720332353885138)
6727,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2870,2645,153,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500681,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6727,POINT (33.07683280552227 2.720332353885138)
6726,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2870,2645,153,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500681,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6726,POINT (33.07683280552227 2.720332353885138)
6725,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2869,2644,152,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500468,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6725,POINT (33.07245124376831 2.718405593594611)
6724,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2869,2644,152,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500468,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6724,POINT (33.07245124376831 2.718405593594611)
6723,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2869,2644,152,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500468,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6723,POINT (33.07245124376831 2.718405593594611)
6722,33.125,2.711003089,312205,9,312,3122,50,0,17353,23133,0,87,2857,2632,139,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500433,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6722,POINT (33.08863645501494 2.718087860024409)
6721,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2857,2632,139,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500433,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6721,POINT (33.08863645501494 2.718087860024409)
6720,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2857,2632,139,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500433,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6720,POINT (33.08863645501494 2.718087860024409)
6719,33.125,2.711003089,312205,9,312,3122,50,0,17353,23133,0,87,2868,2643,151,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,499833,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6719,POINT (33.07743510312194 2.712660373241503)
6718,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2868,2643,151,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,499833,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6718,POINT (33.07743510312194 2.712660373241503)
6717,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2868,2643,151,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,499833,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6717,POINT (33.07743510312194 2.712660373241503)
6716,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2875,2650,618,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507666,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6716,POINT (33.07976096893926 2.78352612486501)
6715,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2875,2650,618,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,507666,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6715,POINT (33.07976096893926 2.78352612486501)
6714,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2842,2617,625,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505822,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6714,POINT (33.09861788752353 2.766841862509732)
6713,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2842,2617,625,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505822,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6713,POINT (33.09861788752353 2.766841862509732)
6712,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2874,2649,617,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505777,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6712,POINT (33.09397532442574 2.766435122208731)
6711,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2874,2649,617,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505777,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6711,POINT (33.09397532442574 2.766435122208731)
6710,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2874,2649,617,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505777,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6710,POINT (33.09397532442574 2.766435122208731)
6709,33.075,2.811003089,312203,9,312,3122,36,0,26514,35346,0,42,2872,2647,493,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505761,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6709,POINT (33.07916600172034 2.76629145468124)
6708,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2872,2647,493,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505761,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6708,POINT (33.07916600172034 2.76629145468124)
6707,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2872,2647,493,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,505761,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6707,POINT (33.07916600172034 2.76629145468124)
6706,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2833,2608,547,2,57,55,99999,0,99999,99999,7,,,,510659,304881,5,9,0,504881,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6706,POINT (33.09590006434532 2.75832877479904)
6705,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2833,2608,547,2,57,55,99999,0,99999,99999,7,,,,510659,304881,5,9,0,504881,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6705,POINT (33.09590006434532 2.75832877479904)
6704,33.125,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2834,2609,575,4,57,55,99999,0,0,99999,7,,,,510659,304881,5,9,0,504881,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6704,POINT (33.09590006434532 2.75832877479904)
6703,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2834,2609,575,4,57,55,99999,0,0,99999,7,,,,510659,304881,5,9,0,504881,9,9,0,33,190,832,312,181,31220306,3,181,3.5,,6703,POINT (33.09590006434532 2.75832877479904)
6702,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2871,2646,154,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,501474,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6702,POINT (33.06985169361001 2.727507132089146)
6701,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2871,2646,154,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,501474,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6701,POINT (33.06985169361001 2.727507132089146)
6700,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2871,2646,154,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,501474,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6700,POINT (33.06985169361001 2.727507132089146)
6699,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3683,3154,1430,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500490,9,9,1,66,27,909,312,25,31210901,3,25,3.5,,6699,POINT (33.00474131652111 2.718606805331981)
6698,32.975,2.711003089,312103,9,312,3121,12,1,19192,25585,0,40,3683,3154,1430,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500490,9,9,1,66,27,909,312,25,31210901,3,25,16,,6698,POINT (33.00474131652111 2.718606805331981)
6697,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,3683,3154,1430,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,500490,9,9,1,66,27,909,312,25,31210901,3,25,3.5,,6697,POINT (33.00474131652111 2.718606805331981)
6696,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2861,2636,143,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502406,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6696,POINT (33.05242512906437 2.735939922409433)
6695,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2861,2636,143,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502406,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6695,POINT (33.05242512906437 2.735939922409433)
6694,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2861,2636,143,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502406,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6694,POINT (33.05242512906437 2.735939922409433)
6693,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2861,2636,143,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502406,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6693,POINT (33.05242512906437 2.735939922409433)
6692,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2862,2637,144,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502405,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6692,POINT (33.05089565047108 2.73593094149939)
6691,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2862,2637,144,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502405,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6691,POINT (33.05089565047108 2.73593094149939)
6690,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2862,2637,144,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502405,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6690,POINT (33.05089565047108 2.73593094149939)
6689,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2862,2637,144,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502405,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6689,POINT (33.05089565047108 2.73593094149939)
6688,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2860,2635,142,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502404,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6688,POINT (33.05346877219756 2.735921781912076)
6687,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2860,2635,142,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502404,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6687,POINT (33.05346877219756 2.735921781912076)
6686,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2860,2635,142,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502404,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6686,POINT (33.05346877219756 2.735921781912076)
6685,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2860,2635,142,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502404,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6685,POINT (33.05346877219756 2.735921781912076)
6684,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2863,2638,145,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502284,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6684,POINT (33.04850242288146 2.734836341613246)
6683,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2863,2638,145,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502284,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6683,POINT (33.04850242288146 2.734836341613246)
6682,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2863,2638,145,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502284,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6682,POINT (33.04850242288146 2.734836341613246)
6681,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2863,2638,145,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502284,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6681,POINT (33.04850242288146 2.734836341613246)
6680,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2859,2634,141,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502265,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6680,POINT (33.05459333160496 2.73466418373701)
6679,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2859,2634,141,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502265,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6679,POINT (33.05459333160496 2.73466418373701)
6678,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2859,2634,141,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502265,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6678,POINT (33.05459333160496 2.73466418373701)
6677,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2859,2634,141,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502265,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6677,POINT (33.05459333160496 2.73466418373701)
6676,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2854,2629,136,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502257,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6676,POINT (33.05061668948318 2.734591982077486)
6675,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2854,2629,136,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502257,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6675,POINT (33.05061668948318 2.734591982077486)
6674,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2854,2629,136,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502257,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6674,POINT (33.05061668948318 2.734591982077486)
6673,33.025,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2854,2629,136,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502257,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6673,POINT (33.05061668948318 2.734591982077486)
6672,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,2866,2641,148,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502216,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6672,POINT (33.05171429792316 2.734221003820265)
6671,33.075,2.711003089,312203,9,312,3122,36,0,26514,35346,0,42,2866,2641,148,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502216,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6671,POINT (33.05171429792316 2.734221003820265)
6670,33.075,2.761003089,312203,9,312,3122,36,0,26514,35346,0,42,2866,2641,148,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502216,9,9,0,33,163,834,312,155,31220305,3,155,3.5,,6670,POINT (33.05171429792316 2.734221003820265)
